T.BREAK,BREAK,T.SYNC,SYNC,T.PID,PID,T.D,Dn...
0.011332000000000,0x00,0.012268000000000,0x55,0.012840000000000,0x24,0.013412000000000,0xE4,0.013984000000000,0xD4,0.014556000000000,0x64,0.015128000000000,0xA5,0.015700000000000,0xD7
0.021328000000000,0x00,0.022264000000000,0x55,0.022836000000000,0x28,0.023408000000000,0x2F,0.023980000000000,0x08,0.024552000000000,0x00,0.025124000000000,0x52,0.025696000000000,0x22,0.026268000000000,0x02,0.026840000000000,0x00,0.027412000000000,0x00,0.027984000000000,0xA9
0.031326000000000,0x00,0.032262000000000,0x55,0.032834000000000,0x29,0.033406000000000,0x00,0.033978000000000,0x00,0.034550000000000,0xFC,0.035122000000000,0x00,0.035694000000000,0x00,0.036266000000000,0x00,0.036838000000000,0x00,0.037410000000000,0xFE,0.037982000000000,0x1A
0.041326000000000,0x00,0.042262000000000,0x55,0.042834000000000,0x2A,0.043408000000000,0x00,0.043980000000000,0x00,0.044552000000000,0x00,0.045122000000000,0x00,0.045694000000000,0xF8,0.046268000000000,0xFF,0.046840000000000,0xFF,0.047412000000000,0xFF,0.047984000000000,0x9C
0.051820000000000,0x00,0.052756000000000,0x55,0.053328000000000,0x2B,0.053962000000000,0x00,0.054534000000000,0x00,0.055104000000000,0x00,0.055676000000000,0x00,0.056248000000000,0x00,0.056820000000000,0x00,0.057392000000000,0x00,0.057964000000000,0x80,0.058536000000000,0x54
0.062826000000000,0x00,0.063760000000000,0x55,0.064334000000000,0x2C
0.072822000000000,0x00,0.073760000000000,0x55,0.074332000000000,0x01,0.074966000000000,0x00,0.075538000000000,0x00,0.076108000000000,0x00,0.076680000000000,0xFC,0.077252000000000,0xFF,0.077824000000000,0xFF,0.078396000000000,0xFF,0.078968000000000,0xFF,0.079540000000000,0x41
0.082838000000000,0x00,0.083774000000000,0x55,0.084346000000000,0x24,0.084918000000000,0xE4,0.085490000000000,0xD4,0.086062000000000,0x64,0.086634000000000,0xA5,0.087206000000000,0xD7
0.092832000000000,0x00,0.093768000000000,0x55,0.094340000000000,0x28,0.094912000000000,0x2F,0.095484000000000,0x08,0.096056000000000,0x00,0.096628000000000,0x52,0.097202000000000,0x22,0.097772000000000,0x02,0.098344000000000,0x00,0.098918000000000,0x00,0.099490000000000,0xA9
0.102834000000000,0x00,0.103770000000000,0x55,0.104342000000000,0x29,0.104914000000000,0x00,0.105486000000000,0x00,0.106058000000000,0xFC,0.106630000000000,0x00,0.107202000000000,0x00,0.107774000000000,0x00,0.108346000000000,0x00,0.108918000000000,0xFE,0.109490000000000,0x1A
0.112836000000000,0x00,0.113772000000000,0x55,0.114344000000000,0x2A,0.114916000000000,0x00,0.115488000000000,0x00,0.116060000000000,0x00,0.116632000000000,0x00,0.117204000000000,0xF8,0.117776000000000,0xFF,0.118348000000000,0xFF,0.118920000000000,0xFF,0.119492000000000,0x9C
0.122924000000000,0x00,0.123860000000000,0x55,0.124432000000000,0x2B,0.125066000000000,0x00,0.125638000000000,0x00,0.126210000000000,0x00,0.126782000000000,0x00,0.127354000000000,0x00,0.127926000000000,0x00,0.128498000000000,0x00,0.129068000000000,0x80,0.129640000000000,0x54
0.133860000000000,0x00,0.134796000000000,0x55,0.135366000000000,0x2C
0.144332000000000,0x00,0.145268000000000,0x55,0.145840000000000,0x01,0.146474000000000,0x00,0.147046000000000,0x00,0.147618000000000,0x00,0.148190000000000,0xFC,0.148760000000000,0xFF,0.149332000000000,0xFF,0.149904000000000,0xFF,0.150476000000000,0xFF,0.151048000000000,0x41
0.154366000000000,0x00,0.155302000000000,0x55,0.155874000000000,0x24,0.156446000000000,0xE4,0.157018000000000,0xD4,0.157590000000000,0x64,0.158162000000000,0xA5,0.158734000000000,0xD7
0.164340000000000,0x00,0.165278000000000,0x55,0.165850000000000,0x28,0.166420000000000,0x2F,0.166994000000000,0x08,0.167566000000000,0x00,0.168138000000000,0x52,0.168710000000000,0x22,0.169282000000000,0x02,0.169854000000000,0x00,0.170426000000000,0x00,0.170998000000000,0xA9
0.174368000000000,0x00,0.175304000000000,0x55,0.175876000000000,0x29,0.176448000000000,0x00,0.177020000000000,0x00,0.177592000000000,0xFC,0.178166000000000,0x00,0.178738000000000,0x00,0.179310000000000,0x00,0.179882000000000,0x00,0.180454000000000,0xFE,0.181026000000000,0x1A
0.184344000000000,0x00,0.185280000000000,0x55,0.185852000000000,0x2A,0.186424000000000,0x00,0.186996000000000,0x00,0.187568000000000,0x00,0.188140000000000,0x00,0.188712000000000,0xF8,0.189284000000000,0xFF,0.189856000000000,0xFF,0.190428000000000,0xFF,0.191000000000000,0x9C
0.194336000000000,0x00,0.195272000000000,0x55,0.195844000000000,0x2B,0.196478000000000,0x00,0.197050000000000,0x00,0.197622000000000,0x00,0.198192000000000,0x00,0.198764000000000,0x00,0.199336000000000,0x00,0.199908000000000,0x00,0.200480000000000,0x80,0.201052000000000,0x54
0.204872000000000,0x00,0.205806000000000,0x55,0.206378000000000,0x2C
0.215356000000000,0x00,0.216292000000000,0x55,0.216864000000000,0x01,0.217498000000000,0x00,0.218070000000000,0x00,0.218642000000000,0x00,0.219214000000000,0xFC,0.219786000000000,0xFF,0.220356000000000,0xFF,0.220928000000000,0xFF,0.221500000000000,0xFF,0.222072000000000,0x41
0.225354000000000,0x00,0.226290000000000,0x55,0.226862000000000,0x24,0.227434000000000,0xE4,0.228006000000000,0xD4,0.228578000000000,0x64,0.229150000000000,0xA5,0.229722000000000,0xD7
